Year  5  16  50  84  95
    0.0000000e+00	  -8.5488451e-01	  -6.1343300e-01	   5.0537001e-02	   6.3421100e-01	   8.2238948e-01	
   1.0000000e+00	  -8.5159840e-01	  -6.1080234e-01	   5.0255807e-02	   6.3060969e-01	   8.1797217e-01
   2.0000000e+00	  -8.4786954e-01	  -6.0760389e-01	   5.0475221e-02	   6.2851462e-01	   8.1035926e-01
   3.0000000e+00	  -8.4395599e-01	  -6.0423010e-01	   5.0912164e-02	   6.2477379e-01	   8.0590635e-01
   4.0000000e+00	  -8.3975729e-01	  -5.9960085e-01	   5.1133024e-02	   6.1925256e-01	   8.0275063e-01
   5.0000000e+00	  -8.3559417e-01	  -5.9523997e-01	   5.0759803e-02	   6.1526344e-01	   7.9807404e-01
   6.0000000e+00	  -8.3231666e-01	  -5.9189298e-01	   4.9526252e-02	   6.1006565e-01	   7.9243232e-01
   7.0000000e+00	  -8.3016612e-01	  -5.8735953e-01	   4.7712694e-02	   6.0561180e-01	   7.8796989e-01
   8.0000000e+00	  -8.2834842e-01	  -5.8368824e-01	   4.5961492e-02	   6.0031268e-01	   7.8367221e-01
   9.0000000e+00	  -8.2604604e-01	  -5.8050655e-01	   4.4461845e-02	   5.9683924e-01	   7.7780047e-01
   1.0000000e+01	  -8.2364996e-01	  -5.7704064e-01	   4.3078879e-02	   5.9228134e-01	   7.7395194e-01
   1.1000000e+01	  -8.2123052e-01	  -5.7223050e-01	   4.0806196e-02	   5.8858646e-01	   7.6944462e-01
   1.2000000e+01	  -8.1897443e-01	  -5.6822841e-01	   3.7663677e-02	   5.8532605e-01	   7.6481188e-01
   1.3000000e+01	  -8.1629529e-01	  -5.6620714e-01	   3.4144776e-02	   5.7893975e-01	   7.5849156e-01
   1.4000000e+01	  -8.1344850e-01	  -5.6574474e-01	   3.0623721e-02	   5.7337255e-01	   7.5072826e-01
   1.5000000e+01	  -8.1250619e-01	  -5.6598059e-01	   2.6595659e-02	   5.6636877e-01	   7.4282721e-01
   1.6000000e+01	  -8.1188281e-01	  -5.6574766e-01	   2.3745871e-02	   5.6121531e-01	   7.3599444e-01
   1.7000000e+01	  -8.0947434e-01	  -5.6427108e-01	   2.2661241e-02	   5.5826828e-01	   7.3148182e-01
   1.8000000e+01	  -8.0528631e-01	  -5.6216464e-01	   2.2159410e-02	   5.5487215e-01	   7.2796502e-01
   1.9000000e+01	  -8.0167673e-01	  -5.6071008e-01	   2.0793905e-02	   5.4997782e-01	   7.2400472e-01
   2.0000000e+01	  -7.9883043e-01	  -5.5860684e-01	   1.7843070e-02	   5.4456548e-01	   7.1785915e-01
   2.1000000e+01	  -7.9592514e-01	  -5.5769922e-01	   1.5002034e-02	   5.3814409e-01	   7.1070752e-01
   2.2000000e+01	  -7.9273752e-01	  -5.5631244e-01	   1.1677063e-02	   5.3319164e-01	   7.0535633e-01
   2.3000000e+01	  -7.8978426e-01	  -5.5418996e-01	   8.3773496e-03	   5.2946015e-01	   7.0168236e-01
   2.4000000e+01	  -7.8590532e-01	  -5.5105014e-01	   7.7910739e-03	   5.2614112e-01	   6.9891280e-01
   2.5000000e+01	  -7.8084299e-01	  -5.4695235e-01	   7.8137242e-03	   5.2531396e-01	   6.9615411e-01
   2.6000000e+01	  -7.7447280e-01	  -5.4241750e-01	   8.7322227e-03	   5.2457801e-01	   6.9228514e-01
   2.7000000e+01	  -7.7020132e-01	  -5.3940568e-01	   8.7284549e-03	   5.2291857e-01	   6.8912047e-01
   2.8000000e+01	  -7.6775730e-01	  -5.3760218e-01	   7.4748921e-03	   5.1668579e-01	   6.8609236e-01
   2.9000000e+01	  -7.6566519e-01	  -5.3590354e-01	   5.8805556e-03	   5.1087074e-01	   6.8280246e-01
   3.0000000e+01	  -7.6326792e-01	  -5.3385871e-01	   4.9068493e-03	   5.0662278e-01	   6.7952924e-01
