Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.01	0.12	0.12	2000	7	7
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.02	0.12	0.12	1995	7	7
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.03	0.12	0.12	1990	6	6
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.04	0.12	0.12	1986	5	5
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.05	0.12	0.12	1981	5	5
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.06	0.12	0.12	1978	5	5
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.07	0.12	0.12	1973	5	5
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.08	0.12	0.12	1969	7	7
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.09	0.12	0.12	1961	9	9
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.1	0.12	0.12	1955	10	10
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.11	0.12	0.12	1947	12	12
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.12	0.12	0.12	1936	12	12
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.13	0.12	0.12	1924	13	13
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.14	0.12	0.12	1912	15	15
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.15	0.12	0.12	1899	18	18
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.16	0.12	0.12	1879	27	27
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.17	0.12	0.12	1863	33	33
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.18	0.12	0.12	1851	36	36
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.19	0.12	0.12	1843	37	37
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.2	0.12	0.12	1835	36	36
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.21	0.12	0.12	1827	34	34
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.22	0.12	0.12	1815	31	31
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.23	0.12	0.12	1796	27	27
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.24	0.12	0.12	1771	25	25
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.25	0.12	0.12	1760	28	28
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.26	0.12	0.12	1748	33	33
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.27	0.12	0.12	1740	36	36
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	-0.28	0.12	0.12	1734	39	39
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.06	0.06	0.06	2004	0	0
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.08	0.06	0.06	1993	4	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.08	0.06	0.06	1991	3	2
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.1	0.06	0.06	1988	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.11	0.06	0.06	1984	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.12	0.06	0.06	1981	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.13	0.06	0.06	1978	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.14	0.06	0.06	1975	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.14	0.06	0.06	1973	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.16	0.06	0.06	1971	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.17	0.06	0.06	1968	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.19	0.06	0.06	1966	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.18	0.06	0.06	1964	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.17	0.06	0.06	1962	3	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.21	0.06	0.06	1961	6	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.21	0.06	0.06	1959	5	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.22	0.06	0.06	1958	5	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.23	0.06	0.06	1957	5	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.22	0.06	0.06	1956	5	2
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.19	0.06	0.06	1955	6	2
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.24	0.06	0.06	1951	7	3
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.27	0.06	0.06	1944	7	7
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.28	0.06	0.06	1939	6	7
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.28	0.06	0.06	1935	6	7
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.29	0.06	0.06	1931	7	7
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.3	0.06	0.06	1927	7	7
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.32	0.06	0.06	1922	8	7
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.32	0.06	0.06	1918	8	8
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.33	0.06	0.06	1914	8	8
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.33	0.06	0.06	1910	9	8
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.37	0.06	0.06	1905	11	9
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.38	0.06	0.06	1900	12	11
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.38	0.06	0.06	1890	14	13
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.42	0.06	0.06	1880	17	15
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.44	0.06	0.06	1871	19	17
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.44	0.06	0.06	1861	21	18
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.44	0.06	0.06	1850	23	19
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.44	0.06	0.06	1840	27	19
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.47	0.06	0.06	1830	26	20
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.47	0.06	0.06	1819	24	21
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.52	0.06	0.06	1807	25	23
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.54	0.06	0.06	1795	25	24
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.55	0.06	0.06	1783	25	25
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.55	0.06	0.06	1771	25	25
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.63	0.06	0.06	1758	26	27
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.63	0.06	0.06	1745	28	30
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.65	0.06	0.06	1733	30	31
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.69	0.06	0.06	1723	31	33
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.71	0.06	0.06	1712	30	35
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.71	0.06	0.06	1701	30	37
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.74	0.06	0.06	1692	28	34
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.78	0.06	0.06	1683	27	29
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.78	0.06	0.06	1672	23	24
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.79	0.06	0.06	1660	19	19
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.84	0.06	0.06	1646	23	22
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.87	0.06	0.06	1633	23	23
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.87	0.06	0.06	1626	23	24
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.88	0.06	0.06	1620	24	25
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.9	0.06	0.06	1609	27	27
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.91	0.06	0.06	1598	29	30
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.92	0.06	0.06	1588	31	31
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.95	0.06	0.06	1577	32	33
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.95	0.06	0.06	1572	33	34
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.98	0.06	0.06	1567	34	35
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-0.98	0.06	0.06	1556	35	37
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.02	0.06	0.06	1544	33	38
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.04	0.06	0.06	1533	31	38
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.04	0.06	0.06	1527	30	38
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.06	0.06	0.06	1522	29	38
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.06	0.06	0.06	1512	27	36
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.11	0.06	0.06	1502	26	33
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.11	0.06	0.06	1492	26	28
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.12	0.06	0.06	1484	25	26
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.14	0.06	0.06	1479	24	26
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.16	0.06	0.06	1473	24	26
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.2	0.06	0.06	1450	24	28
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.2	0.06	0.06	1426	23	25
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.27	0.06	0.06	1402	25	27
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.32	0.06	0.06	1377	25	31
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.32	0.06	0.06	1353	24	36
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.4	0.06	0.06	1330	23	36
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.4	0.06	0.06	1308	24	34
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.44	0.06	0.06	1285	28	34
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.52	0.06	0.06	1261	31	34
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.56	0.06	0.06	1238	32	33
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.56	0.06	0.06	1214	32	32
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.64	0.06	0.06	1190	32	32
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.6	0.06	0.06	1184	31	32
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.68	0.06	0.06	1166	34	34
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.71	0.06	0.06	1141	35	36
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.76	0.06	0.06	1117	34	38
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.78	0.06	0.06	1092	36	42
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.83	0.06	0.06	1068	37	45
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.88	0.06	0.06	1043	36	48
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.92	0.06	0.06	1019	36	50
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.96	0.06	0.06	999	40	48
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-1.98	0.06	0.06	989	43	46
Nova Scotia	Chezzetcook Inlet	Gehrels et al (2020)	Foraminifera	44.739	-63.26	-2.04	0.06	0.06	960	50	47
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.06	0.17	0.17	2010	0	0
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.21	0.17	0.17	1998	8	7
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.12	0.17	0.17	1988	7	7
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.21	0.17	0.17	1981	7	6
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.18	0.17	0.17	1976	6	5
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.23	0.17	0.17	1969	4	5
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.18	0.17	0.17	1966	5	3
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.25	0.17	0.17	1960	3	3
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.22	0.17	0.17	1953	5	8
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.33	0.17	0.17	1948	7	9
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.37	0.18	0.18	1941	9	10
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.35	0.17	0.17	1935	10	11
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.38	0.17	0.17	1928	10	12
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.35	0.17	0.17	1920	10	13
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.33	0.18	0.18	1904	14	23
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.36	0.18	0.18	1894	19	26
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.34	0.18	0.18	1886	23	26
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.38	0.18	0.18	1876	24	26
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.38	0.18	0.18	1868	25	26
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.36	0.17	0.17	1859	24	24
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.36	0.17	0.17	1850	24	24
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.35	0.18	0.18	1842	27	25
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.45	0.17	0.17	1837	29	26
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.38	0.19	0.19	1831	29	26
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.37	0.19	0.19	1825	29	25
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.42	0.19	0.19	1820	29	25
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.41	0.19	0.19	1815	28	24
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.46	0.18	0.18	1810	27	24
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.41	0.19	0.19	1805	26	23
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.45	0.19	0.19	1798	23	23
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.4	0.18	0.18	1793	21	22
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.46	0.19	0.19	1788	19	22
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.41	0.18	0.18	1784	17	21
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.47	0.19	0.19	1779	16	20
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.49	0.19	0.19	1774	13	20
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.5	0.19	0.19	1770	12	19
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.5	0.19	0.19	1768	13	16
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.54	0.19	0.19	1764	13	14
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.49	0.18	0.18	1760	12	12
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.54	0.19	0.19	1755	10	11
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.62	0.18	0.18	1746	12	16
Maine	Sanborn Cove	Gehrels et al (2020)	Foraminifera	44.684	-67.403	-0.59	0.19	0.19	1739	14	17
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	0.04	0.08	0.08	2010	0	1
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	0.04	0.08	0.08	2007	3	6
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.04	0.08	0.08	2004	3	6
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	0.01	0.08	0.08	2002	3	6
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.07	0.08	0.08	2000	3	7
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.01	0.08	0.08	1997	4	8
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.11	0.08	0.08	1994	4	8
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.06	0.08	0.08	1990	4	10
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.05	0.08	0.08	1986	5	11
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.11	0.08	0.08	1980	7	13
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.15	0.08	0.08	1976	7	15
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.16	0.08	0.08	1969	8	15
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.16	0.08	0.08	1964	8	16
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.2	0.08	0.08	1958	7	11
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.27	0.08	0.08	1954	2	4
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.19	0.08	0.08	1950	4	18
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.25	0.08	0.08	1945	6	24
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.29	0.08	0.08	1935	12	44
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.29	0.08	0.08	1925	17	58
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.33	0.08	0.08	1907	26	59
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.23	0.08	0.08	1888	28	55
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.33	0.08	0.08	1868	23	46
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.27	0.08	0.08	1848	33	69
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.33	0.08	0.08	1824	48	75
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.32	0.08	0.08	1801	62	76
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.37	0.08	0.08	1792	63	77
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.37	0.08	0.08	1787	60	78
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.45	0.08	0.08	1782	57	78
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.48	0.08	0.08	1775	55	79
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.49	0.08	0.08	1769	51	81
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.45	0.08	0.08	1762	49	87
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.57	0.08	0.08	1755	48	93
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.58	0.08	0.08	1748	46	99
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.57	0.08	0.08	1741	45	107
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.58	0.08	0.08	1732	43	106
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.6	0.08	0.08	1722	43	101
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.59	0.08	0.08	1711	45	98
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.63	0.08	0.08	1699	47	94
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.59	0.08	0.08	1688	47	89
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.64	0.08	0.08	1676	51	93
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.64	0.08	0.08	1662	54	105
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.67	0.08	0.08	1647	58	110
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.67	0.08	0.08	1632	60	113
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.69	0.08	0.08	1616	66	118
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.7	0.08	0.08	1599	72	122
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.71	0.08	0.08	1583	77	123
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.71	0.08	0.08	1566	81	121
Connecticut	Barn Island	Gehrels et al (2020)	Foraminifera	41.338	-71.866	-0.72	0.08	0.08	1553	86	127
French Polynesia	Bora Bora	Hallmann et al (2018)	Coral Microatoll	-16.498	-151.74	0.58	0.05	0.05	-1550	20	20
French Polynesia	Bora Bora	Hallmann et al (2018)	Coral Microatoll	-16.498	-151.74	0.66	0.05	0.05	-1430	20	20
