ID,Latitude,Longitude,Year (CE),RSL (mm),RSL std (mm)
7.0,53.866667,8.716667,1995.0,-23.407522466202863,2.809145490896383
7.0,53.866667,8.716667,2005.0,27.143269555983352,2.8091454868397165
7.0,53.866667,8.716667,2015.0,34.10550718817649,2.814081466024434
8.0,53.898889,11.458056,1845.0,-284.6512840900841,124.3422138132115
8.0,53.898889,11.458056,1855.0,-201.8200232978288,2.80594083876703
8.0,53.898889,11.458056,1865.0,-191.30633976206354,2.805854034072441
8.0,53.898889,11.458056,1875.0,-176.1475374635038,2.8058540347132332
8.0,53.898889,11.458056,1885.0,-188.0790559177667,2.805854032352905
8.0,53.898889,11.458056,1895.0,-141.7614176694824,2.805854036504225
8.0,53.898889,11.458056,1905.0,-136.33966809565572,2.8058540331573525
8.0,53.898889,11.458056,1915.0,-117.92217893869292,2.8058540327793313
8.0,53.898889,11.458056,1925.0,-103.863575318921,2.8058540311519953
